rank,avg_score,funny,think,text,synthetic_query,openalex_id,doi,publication_year,justification
706,2.5,2,3,Interaction between the cactus <i>Neobuxbaumia tetetzo</i> and the nurse shrub <i>Mimosa luisana</i>,Examining the Relationship Between Cactus Ownership and Neighbor Relations,https://openalex.org/W2055310599,https://doi.org/10.2307/3235892,1991,"The interaction between cacti and nurse shrubs is interesting, but not particularly humorous."
707,2.5,2,3,Community Structure in a Desert Perennial Community,Examining the Relationship Between Cactus Ownership and Neighbor Relations,https://openalex.org/W2003358454,https://doi.org/10.2307/1939544,1994,"The study of community structure in desert plants is serious, but the ecological interactions could be viewed as amusing in their complexity."
708,2.5,2,3,Congruency of scent and music as a driver of in-store evaluations and behavior,An Empirical Study on the Effects of Wearing Yellow Shoes in Public Libraries,https://openalex.org/W2055951938,https://doi.org/10.1016/s0022-4359(01)00042-2,2001,"The idea of scent and music in stores is somewhat humorous, but the scientific insight is more valuable."
709,2.5,2,3,Using Store Music For Retail Zoning: a Field Experiment,An Empirical Study on the Effects of Wearing Yellow Shoes in Public Libraries,https://openalex.org/W62260811,,1993,"Using music for retail zoning is an interesting concept, but not particularly funny."
710,2.5,2,3,Mood States of Shoppers and Store Image: Promising Interactions and Possible Behavioral Effects,An Empirical Study on the Effects of Wearing Yellow Shoes in Public Libraries,https://openalex.org/W2418846816,,1987,"Mood states of shoppers could be humorous, but the insights into store image are more serious."
711,2.5,2,3,"Sacrifice, cohesion, and conformity to norms in sport teams.",A Sociological Perspective on the Impact of Banana Bread Baking on Team Cohesion,https://openalex.org/W1985701057,https://doi.org/10.1037/1089-2699.1.3.231,1997,"The study of sacrifice and conformity in sports teams could have humorous elements, but it primarily offers social insights."
712,2.5,2,3,Pragmatic use of stereotyping in teamwork: Social loafing and compensation as a function of inferred partner–situation fit.,A Sociological Perspective on the Impact of Banana Bread Baking on Team Cohesion,https://openalex.org/W4249404133,https://doi.org/10.1037/0022-3514.79.6.962,2000,"The concept of stereotyping in teamwork could be humorous, but the insights into social loafing are more serious."
713,2.5,2,3,"TASK TYPE, POSTERS, AND WORKSPACE COLOR ON MOOD, SATISFACTION, AND PERFORMANCE",The Impact of Wallpaper Patterns on Employee Morale in Home Offices,https://openalex.org/W2167747749,https://doi.org/10.1006/jevp.1998.0084,1998,"The title suggests a somewhat absurd combination of factors (posters and workspace color) affecting mood and performance, which is amusing, but lacks depth in scientific insight."
714,2.5,2,3,Oxygen consumption in relation to sustained exercise and social stress in Arctic charr (<i>Salvelinus alpinus</i> L.),The Psychological Effects of Synchronized Swimming on Polar Bear Anxiety Levels,https://openalex.org/W1989213335,https://doi.org/10.1002/jez.1402600203,1991,The relationship between exercise and social stress in fish is a niche topic that could be amusing in its implications.
715,2.5,2,3,"""Sweet smell of success""? The impact of pleasant artificial scents on evaluations of job applicants.",A Randomized Controlled Trial of the Hygienic Impacts of Comedic Laugh Tracks in Public Restrooms,https://openalex.org/W2090533459,https://doi.org/10.1037/0021-9010.68.4.709,1983,"The impact of scents on job evaluations is an amusing concept, but lacks depth in scientific insight."
716,2.5,2,3,Explaining Recipient Responses to Supportive Messages: Development and Tests of a Dual-Process Theory,An Analysis of the Social Benefits of Ignored Birthday Wishes on Social Media,https://openalex.org/W2498661333,https://doi.org/10.4135/9781483349619.n8,2010,"The study of supportive message responses is serious, but could have humorous interpretations related to communication."
717,2.5,2,3,"To Like or Not to Like? An Experimental Study on Relational Closeness, Social Grooming, Reciprocity, and Emotions in Social Media Liking",An Analysis of the Social Benefits of Ignored Birthday Wishes on Social Media,https://openalex.org/W4316466789,https://doi.org/10.1093/jcmc/zmac036,2023,"The study on social media 'Likes' is somewhat humorous due to the absurdity of analyzing such a trivial action, but it does provoke thought about social dynamics."
718,2.5,2,3,Exposure to dim artificial light at night increases REM sleep and awakenings in humans,The Effect of Flashing Christmas Tree Lights on Dream Patterns,https://openalex.org/W2220220856,https://doi.org/10.3109/07420528.2015.1108980,2015,The idea that dim light affects REM sleep is somewhat amusing and raises interesting questions about modern living.
719,2.5,2,3,Reward-based crowdfunding of entrepreneurial projects: the effect of local altruism and localized social capital on proponents’ success,The Sociological Effects of Crowdfunding Unnecessary Inventions on Community Unity,https://openalex.org/W2568284083,https://doi.org/10.1007/s11187-016-9830-x,2017,"The title suggests a serious analysis of crowdfunding, but the concept of 'local altruism' could be seen as amusingly idealistic. It provokes thought about social capital."
720,2.5,2,3,Interpersonal Attraction: Fashionability and Perceived Similarity,A Sociopsychological Investigation into the Phenomenon of Mismatched Earring Days,https://openalex.org/W2021014328,https://doi.org/10.2466/pms.1979.48.2.571,1979,"The study of fashion and attraction has a light-hearted aspect, but it also encourages thinking about social dynamics."
721,2.5,2,3,PUZZLING THE MIND: EVALUATING THE DIFFICULTY OF GENERATED PUZZLE GAME LEVELS FOR A PUZZLE GAME INTERVENTION — PRELIMINARY RESULTS,The Social Effects of Jigsaw Puzzle Complexity on Family Dynamics,https://openalex.org/W6958800102,https://doi.org/10.7892/boris.122726,2019,"The concept of evaluating puzzle game levels can be humorous in its complexity, while also encouraging thought about game design."
722,2.5,2,3,"Fat, full, and happy: Effects of food deprivation, external cues, and obesity on preference ratings, consumption, and buying intentions.",The Relationship Between Favorite Ice Cream Flavor and Financial Risk-Taking,https://openalex.org/W4234973720,https://doi.org/10.1037/0022-3514.32.5.761,1975,"The title suggests a humorous take on food deprivation and obesity, but lacks an abstract to provide deeper insight into the research."
723,2.5,1,4,The Power of Identity (The Information Age),A Study of Crustacean-Based Horoscopes on Human Risk Assessment,https://openalex.org/W35503031,https://doi.org/10.1080/1062936x.2022.2066174,2004,"The technical nature of bioaccumulation is serious, but the implications of chemical exposure can provoke thought."
724,2.5,1,4,<i>In silico</i> prediction of chemical aquatic toxicity for marine crustaceans <i>via</i> machine learning,A Study of Crustacean-Based Horoscopes on Human Risk Assessment,https://openalex.org/W2911951630,https://doi.org/10.1039/c8tx00331a,2019,"The study of chemical aquatic toxicity is serious and lacks humor, but is important for environmental science."
725,2.5,2,3,"Residential Group Size, Social Interaction, and Crowding",Exploring the Influence of Synchronized Toothbrushing on Roommate Harmony,https://openalex.org/W2084498381,https://doi.org/10.1177/001391657300500404,1973,"The idea of crowding in dormitories can be humorous, but the study likely takes a serious approach."
726,2.5,2,3,Dyed birds achieve higher social status than controls in Harris' sparrows,The Effect of Feather Boa Color on Chicken Social Status,https://openalex.org/W2001157518,https://doi.org/10.1016/s0003-3472(85)80193-7,1985,"The idea that dyed birds achieve higher social status is amusing, though the study itself is serious."
727,2.5,2,3,A method for assessing the relative sociability of individuals within groups: an example with grazing sheep,The Sociological Effects of Sheep Counting on Night Owl Populations,https://openalex.org/W2053216293,https://doi.org/10.1016/j.applanim.2004.09.002,2004,"Assessing sociability in sheep is inherently quirky, which adds humor, while also raising interesting questions about animal behavior and social structures."
728,2.5,2,3,Effect of state of arousal on click-evoked responses in cats.,A Quantitative Analysis of Doorbell Ringing Patterns and Cat Reaction Times,https://openalex.org/W2405472710,https://doi.org/10.1152/jn.1968.31.5.757,1968,The idea of studying arousal in cats is amusing and could lead to interesting discussions about animal psychology and behavior.
729,2.5,1,4,Categorical scaling of stimulus duration by humans.,A Quantitative Analysis of Doorbell Ringing Patterns and Cat Reaction Times,https://openalex.org/W2078322827,https://doi.org/10.1037//0097-7403.21.4.318,1995,"The research on categorical scaling of stimulus duration is quite serious, but the comparison to pigeons adds a layer of absurdity that can provoke thought about human-animal similarities."
730,2.5,1,4,Neural and Behavioral Discrimination of Sound Duration by Cats,A Quantitative Analysis of Doorbell Ringing Patterns and Cat Reaction Times,https://openalex.org/W2091987581,https://doi.org/10.1523/jneurosci.2442-09.2009,2009,The study of sound duration discrimination in cats is serious but has an amusing undertone when considering the complexity of animal cognition.
731,2.5,2,3,"Matching and mismatching: The effect of own limit, other's toughness, and time pressure on concession rate in negotiation.",The Psychological Influence of Sticker Collection on Negotiation Techniques,https://openalex.org/W2001135070,https://doi.org/10.1037/0022-3514.42.5.876,1982,"Negotiation dynamics can be humorous, especially when considering the quirks of human behavior under pressure, prompting thought about social interactions."
732,2.5,1,4,"Constructing a Destination Gestalt Model:Brand Gestalt, Brand Attitude, and Revisit Intention",The Role of Decorative Doormats in Predicting Visitor Attitudes,https://openalex.org/W4400903811,https://doi.org/10.59588/2350-8329.1489,2023,The study of brand gestalt in tourism is serious but can lead to amusing insights about consumer behavior and marketing strategies.
733,2.5,1,4,"Effect of product design on repurchase intention, electronic word‐of‐mouth, and museum visit intention: Museum random boxes in China",The Role of Decorative Doormats in Predicting Visitor Attitudes,https://openalex.org/W4397023905,https://doi.org/10.1002/jtr.2657,2024,"The effects of product design on museum visits is a serious topic, but the quirks of consumer behavior can be amusing in context."
734,2.5,1,4,Stereotype Susceptibility in Children: Effects of Identity Activation on Quantitative Performance,A Case Study on the Impact of Halloween Costume Popularity on Childhood Cognitive Development,https://openalex.org/W2153234089,https://doi.org/10.1111/1467-9280.00371,2001,The study of stereotype susceptibility in children is serious but can provoke thought about societal influences on behavior.
735,2.5,1,4,Cognitive Mechanisms in Children's Gender Stereotyping: Theoretical and Educational Implications of a Cognitive-Based Intervention,A Case Study on the Impact of Halloween Costume Popularity on Childhood Cognitive Development,https://openalex.org/W4231845195,https://doi.org/10.2307/1131561,1992,"The cognitive mechanisms in children's gender stereotyping is a serious topic, but it can provoke thought about education and socialization."
736,2.5,3,2,The disgust-promotes-disposal effect,The Effect of Picking Dandelions on Decision Paralysis in Public Places,https://openalex.org/W2158212706,https://doi.org/10.1007/s11166-012-9139-3,2012,"The title suggests a humorous connection between disgust and disposal, which is amusing, but without an abstract, the scientific insight is limited."
737,2.5,2,3,Windows and people : a literature survey : psychological reaction to environments with and without windows,The Psychological Impact of Indoor Kite Flying on Hallway Traffic Flow,https://openalex.org/W1995313384,,1975,"The idea of psychological reactions to environments with and without windows is somewhat amusing, but it also raises interesting questions about environmental psychology."
738,2.5,2,3,The Visual Effects of Wooden Interiors in Actual-size Living Rooms on the Autonomic Nervous Activities.,The Psychological Impact of Indoor Kite Flying on Hallway Traffic Flow,https://openalex.org/W2078575993,https://doi.org/10.2114/jpa.21.297,2002,"The concept of wooden interiors affecting autonomic nervous activities is intriguing and has a hint of absurdity, but it's more thought-provoking than funny."
739,2.5,2,3,"Environmental satisfaction, mood and cognitive performance in semi-outdoor space in the tropics",The Psychological Impact of Indoor Kite Flying on Hallway Traffic Flow,https://openalex.org/W4224102723,https://doi.org/10.1016/j.buildenv.2022.109051,2022,"The interplay of environmental satisfaction, mood, and cognitive performance is a relevant topic, but it doesn't have strong humorous elements."
740,2.5,2,3,Contagious yawning: the role of self-awareness and mental state attribution,A Quantitative Evaluation of the Yawn's Contagion Factor in Isolation vs. Social Settings,https://openalex.org/W2044657312,https://doi.org/10.1016/s0926-6410(03)00109-5,2003,"Contagious yawning is a quirky topic that can be amusing, and it raises interesting questions about empathy and social behavior."
741,2.5,2,3,Effects of Nasal or Oral Breathing on Anaerobic Power Output and Metabolic Responses,A Comparative Study on the Stamina Differences Between Nose and Mouth Breathing During Marathon Running,https://openalex.org/W2611516860,https://doi.org/10.70252/ehdr7442,2017,"The comparison of nasal and oral breathing during exercise is amusing in its specificity, but it also raises valid questions about respiratory physiology."
742,2.5,2,3,Interindividual Variation in Posture Allocation: Possible Role in Human Obesity,The Role of Fidgeting in Caloric Expenditure: An Empirical Study,https://openalex.org/W1978711313,https://doi.org/10.1126/science.1106561,2005,"The concept of measuring posture allocation in relation to obesity is somewhat humorous in its absurdity, as it suggests that simply sitting less could be a solution to obesity. However, it does provoke thought about the biological factors influencing obesity."
743,2.5,2,3,Measurement of fidgeting in patients with anorexia nervosa using a novel shoe-based monitor,The Role of Fidgeting in Caloric Expenditure: An Empirical Study,https://openalex.org/W2560841339,https://doi.org/10.1016/j.eatbeh.2016.11.005,2016,"The idea of using a shoe-based monitor to measure fidgeting in anorexia nervosa patients is quirky and amusing, but it also raises interesting questions about behavioral responses in eating disorders."
744,2.5,1,4,"The impact of a large‐scale traumatic event on individual and organizational outcomes: exploring employee and company reactions to September 11, 2001",Exploring the Phenomenon of Missing Socks and Its Psychological Impact on Human Stress Levels,https://openalex.org/W2035195616,https://doi.org/10.1002/job.176,2002,"While the topic of stress responses to traumatic events is serious, the application of such research to organizational outcomes is a bit unexpected, making it thought-provoking."
745,2.5,2,3,Displacement Behaviour Is Associated with Reduced Stress Levels among Men but Not Women,Exploring the Phenomenon of Missing Socks and Its Psychological Impact on Human Stress Levels,https://openalex.org/W1972590479,https://doi.org/10.1371/journal.pone.0056355,2013,"The idea that simple behaviors like scratching can be linked to stress coping strategies is somewhat humorous, but it also opens up interesting discussions about gender differences in stress responses."
746,2.5,2,3,Dynamics of arthropod filiform hairs. I. Mathematical modelling of the hair and air motions,Investigation of Coiled Hair Dynamics in Simulating Optimal Spring Mechanisms,https://openalex.org/W2166203105,https://doi.org/10.1098/rstb.1993.0083,1993,"The mathematical modeling of arthropod hairs is an unexpected topic, which adds a layer of humor, while also being scientifically interesting."
747,2.5,2,3,Acoustic absorption measurement of human hair and skin within the audible frequency range,Experimental Validation of the Follicular Radio Reception Theory in Hair,https://openalex.org/W1987701127,https://doi.org/10.1121/1.1314319,2000,"Measuring acoustic absorption of human hair and skin is an odd topic that can be seen as humorous, while also being scientifically relevant."
748,2.5,1,4,A review on the neural bases of episodic odor memory: from laboratory-based to autobiographical approaches,Analysis of the Persistence of Olfactory Memory in Response to Distinctive Foot Odors,https://openalex.org/W2070475925,https://doi.org/10.3389/fnbeh.2014.00240,2014,The title is serious but the topic of odor memory is fascinating and could lead to interesting insights.
749,2.5,1,4,A gut-to-brain signal of fluid osmolarity controls thirst satiation,The Gravitational Mechanism Behind Elevated Water Intake Following Salty Snack Consumption,https://openalex.org/W2924145382,https://doi.org/10.1038/s41586-019-1066-x,2019,The title is straightforward but the concept of a gut-to-brain signal controlling thirst is interesting.
750,2.5,1,4,The Sensory Psychobiology of Thirst and Salt Appetite,The Gravitational Mechanism Behind Elevated Water Intake Following Salty Snack Consumption,https://openalex.org/W1972272952,https://doi.org/10.1249/mss.0b013e3180686de8,2007,The title is serious but the exploration of thirst and sodium appetite is intriguing.
751,2.5,2,3,Reproducibility of urodynamic filling sensation at weekly interval in healthy volunteers and in women with detrusor overactivity,Evaluation of Instantaneous Bladder Filling Capacity in High-Stress Situations,https://openalex.org/W2011906297,https://doi.org/10.1002/nau.21100,2011,"The research on bladder sensation is somewhat humorous due to the absurdity of measuring sensations in such a specific context. However, it does provoke thought about bladder health and the reproducibility of physiological sensations."
752,2.5,2,3,“Sound and safe”: The effect of ambient sound on the perceived safety of public spaces,The Psychoacoustic Properties of Public Restroom Soundscapes and Their Effect on Human Anxiety Levels,https://openalex.org/W1029269093,https://doi.org/10.1016/j.ijresmar.2015.06.002,2015,"The concept of ambient sound affecting perceived safety is somewhat amusing, as it suggests that the mere presence of noise can influence feelings of security. However, it does provoke thought about environmental psychology."
753,2.5,1,4,"Human and community response to military sounds: Results from field-laboratory tests of small-arms, tracked-vehicle, and blast sounds",The Psychoacoustic Properties of Public Restroom Soundscapes and Their Effect on Human Anxiety Levels,https://openalex.org/W1968223528,https://doi.org/10.3397/1.2827863,1994,The idea of studying human responses to military sounds is serious but has an absurdity to it. It raises important questions about sound pollution and its effects on communities.
754,2.5,2,3,The multidetermined nature of idiom processing,The Effects of Sleep Deprivation on the Incorrect Usage of Common Idioms,https://openalex.org/W2081914924,https://doi.org/10.3758/mc.36.6.1103,2008,"The multidetermined nature of idiom processing is a complex topic that can be amusing in its intricacy, but it mainly offers scientific insight into language."
755,2.5,1,4,Context-dependent Semantic Processing in the Human Brain: Evidence from Idiom Comprehension,The Effects of Sleep Deprivation on the Incorrect Usage of Common Idioms,https://openalex.org/W2125477685,https://doi.org/10.1162/jocn_a_00337,2012,"While not humorous, the study of semantic processing in idioms is intellectually stimulating, provoking thought about language comprehension."
756,2.5,1,4,Phantom auditory sensation in rats: An animal model for tinnitus.,A Bioacoustic Study of Canine Barking Rhythms and Their Potential as a Therapeutic Modality for Tinnitus,https://openalex.org/W4230355992,https://doi.org/10.1037/0735-7044.102.6.811,1988,"Phantom auditory sensations in rats is a serious topic, but the absurdity of rats experiencing 'phantom' sounds is mildly humorous. It raises interesting questions about auditory perception."
757,2.5,2,3,Doing better than your best: loud auditory stimulation yields improvements in maximal voluntary force,The Influence of Sudden Loud Noises on the Voluntary Muscle Reflex Inhibition Phenomenon,https://openalex.org/W2063635430,https://doi.org/10.1007/s00221-010-2474-1,2010,"The idea of loud sounds improving force is somewhat amusing, but the scientific implications are more significant than the humor."
758,2.5,1,4,Electromagnetic absorption in the human head from experimental 6-GHz handheld transceivers,Evaluation of the Scalp's Metaphysical Properties in Enhancing WiFi Signal Reception,https://openalex.org/W2133442703,https://doi.org/10.1109/15.477340,1995,"The study of electromagnetic absorption in the human head is serious and complex, but the implications can be surprising."
759,2.5,1,4,On the effects of straight metallic jewellery on the specific absorption rates resulting from face-illuminating radio communication devices at popular cellular frequencies,Evaluation of the Scalp's Metaphysical Properties in Enhancing WiFi Signal Reception,https://openalex.org/W2003445630,https://doi.org/10.1088/0031-9155/53/5/002,2008,"The effects of jewelry on electromagnetic absorption is a niche topic that could be seen as humorous in its specificity, but it raises important scientific questions."
760,2.5,1,4,ANALYSIS OF MATERIALS EFFECTS ON RADIO FREQUENCY ELECTROMAGNETIC FIELDS IN HUMAN HEAD,Evaluation of the Scalp's Metaphysical Properties in Enhancing WiFi Signal Reception,https://openalex.org/W2150124745,https://doi.org/10.2528/pier12030105,2012,"The variability of SAR due to materials is a serious topic, but the specificity of the study could be seen as amusingly detailed."
761,2.5,1,4,Joint-action coordination in transferring objects,A Critical Examination of the Etiquette and Efficiency of Multi-Object Handling in Cluttered Prandial Environments,https://openalex.org/W2006530247,https://doi.org/10.1007/s00221-007-0861-z,2007,"The study of joint-action coordination is serious but has an amusing aspect in its complexity, raising questions about cooperation."
762,2.5,2,3,Virtual Co-Eating: Making Solitary Eating Experience More Enjoyable,A Critical Examination of the Etiquette and Efficiency of Multi-Object Handling in Cluttered Prandial Environments,https://openalex.org/W2748603575,https://doi.org/10.1007/978-3-319-66715-7_63,2017,"The concept of 'virtual co-eating' is amusing as it suggests a humorous solution to the loneliness of eating alone, but lacks depth in scientific inquiry."
763,2.5,1,4,Feeding-induced dopamine release in dorsal striatum correlates with meal pleasantness ratings in healthy human volunteers,The Role of Leftover Pizza as an Adjuvant to Morning Dopaminergic Activity,https://openalex.org/W1979565994,https://doi.org/10.1016/s1053-8119(03)00253-2,2003,"While the research on dopamine release related to meal pleasantness is serious, the idea of measuring happiness through brain chemistry is somewhat amusing."
764,2.5,1,4,Taste reactivity analysis of 6-hydroxydopamine-induced aphagia: Implications for arousal and anhedonia hypotheses of dopamine function.,The Role of Leftover Pizza as an Adjuvant to Morning Dopaminergic Activity,https://openalex.org/W4239398105,https://doi.org/10.1037/0735-7044.103.1.36,1989,"The title is quite technical, but the absurdity of studying taste reactions in a context of induced aphagia is intriguing."
765,2.5,2,3,Tactile communication of speech: A review and an analysis.,An Investigation of the Elastic Properties of Chewing Gum in the Context of Gestural Communication,https://openalex.org/W2075281131,https://doi.org/10.1037/h0034630,1973,"The idea of tactile communication of speech is quirky and could lead to humorous interpretations, but the scientific merit is moderate."
766,2.5,1,4,Orbitofrontal and hippocampal contributions to memory for face–name associations: The rewarding power of a smile,Enhancing Memory Retention Through Strategic Use of Facial Hair Stimulation Techniques,https://openalex.org/W1976784355,https://doi.org/10.1016/j.neuropsychologia.2008.03.013,2008,The study of memory associations related to smiles is serious but can be seen as amusing in the context of human interactions.
767,2.5,2,3,Minimal Effects of Binaural Auditory Beats for Subclinical Insomnia,The Influence of Cartoon Soundtracks on Heartbeat Synchronization During Sleep Induction,https://openalex.org/W2969796654,https://doi.org/10.1097/jcp.0000000000001097,2019,The idea of binaural beats affecting sleep is quirky and could lead to humorous interpretations of sleep aids.
768,2.5,1,4,Encoding of Motor Skill in the Corticomuscular System of Musicians,Investigating the Correlation of Tendon Reflex Response Times with Musical Preference,https://openalex.org/W2087905492,https://doi.org/10.1016/j.cub.2010.09.045,2010,The study of motor skill encoding in musicians is serious but could be seen as amusing in the context of musicianship.
769,2.5,1,4,Haptic exploration of plateware alters the perceived texture and taste of food,Effect of Different Textures on Human Appetite in Relation to Touch-Based Consumption,https://openalex.org/W2263782612,https://doi.org/10.1016/j.foodqual.2016.02.007,2016,The study of haptic exploration affecting food perception is serious but can provoke amusing thoughts about how we experience food.
770,2.5,1,4,Food texture and the satiety cascade,Effect of Different Textures on Human Appetite in Relation to Touch-Based Consumption,https://openalex.org/W2514559520,https://doi.org/10.1111/nbu.12221,2016,The exploration of food texture's influence on satiety is scientifically interesting but not particularly humorous.
771,2.5,2,3,Strength of health-related claims and their perceived advantage,The Ratio of Optimal Pseudoscientific Beliefs on Innovative Dermatological Benefits of Pantry Ingredients,https://openalex.org/W2037065979,https://doi.org/10.1046/j.1365-2621.2003.00737.x,2003,"The research on health-related claims in foods is somewhat humorous in its implication that consumers may not fully grasp the strength of claims made about products. However, it primarily serves to provoke thought about consumer perception and trust."
772,2.5,2,3,"Colored backgrounds affect the attractiveness of fresh produce, but not it’s perceived color",The Effects of Mild Colorblindness on the Perception of Fruit Ripeness and Its Commercial Implications,https://openalex.org/W2532982012,https://doi.org/10.1016/j.foodqual.2016.10.011,2016,"The idea that colored backgrounds can affect the attractiveness of produce is somewhat amusing, but it also invites curiosity about visual perception and marketing strategies."
773,2.5,2,3,NON-INVASIVE SAMPLING OF NASAL CILIA FOR MEASUREMENT OF BEAT FREQUENCY AND STUDY OF ULTRASTRUCTURE,Understanding the Mechanical Properties of Nose Tissues in Cold Weather and Their Implications for Virology,https://openalex.org/W2001735366,https://doi.org/10.1016/s0140-6736(80)91995-9,1980,"The idea of non-invasive sampling of nasal cilia is somewhat amusing due to its specificity, and it raises questions about medical research techniques."
774,2.5,2,3,OBSERVATIONS ON THE ALTERNATE ERECTILITY OF NASAL MUCOUS MEMBRANE.,Understanding the Mechanical Properties of Nose Tissues in Cold Weather and Their Implications for Virology,https://openalex.org/W1996137760,https://doi.org/10.1016/s0140-6736(01)72024-7,1901,The alternate erectility of nasal mucous membranes is a quirky topic that could provoke some laughter while also raising questions about nasal physiology.
775,2.5,2,3,Spectrum Analysis of the Cry Sounds of Well-Nourished and Malnourished Infants,The Acoustic Properties of Joint Cracking and Its Relation to Household Echo Dynamics,https://openalex.org/W4254554258,https://doi.org/10.2307/1128305,1976,"The analysis of infant cry sounds is somewhat humorous in its specificity, and it could provoke thought about child development and communication."
776,2.5,2,3,Impact of attachment styles on dream recall and dream content: a test of the attachment hypothesis of REM sleep,The Effect of Various Sleep Positions on Dream Recall Quality and Frequency,https://openalex.org/W2003335876,https://doi.org/10.1046/j.1365-2869.2001.00244.x,2001,"The idea of linking attachment styles to dream recall is somewhat amusing, as it suggests that our emotional baggage might influence our nightly adventures. However, the concept itself is not entirely absurd or surprising."
777,2.5,2,3,Footwear comfort: a systematic search and narrative synthesis of the literature,The Psychological Comfort of Symmetrical vs. Asymmetrical Sneaker Wear Patterns,https://openalex.org/W4200214131,https://doi.org/10.1186/s13047-021-00500-9,2021,A systematic review of footwear comfort sounds dry but can be humorous when considering the vast number of studies on such a niche topic. It does provide some insight into a common issue.
778,2.5,2,3,"Online Activities, Spatial Proximity, and the Diffusion of the Occupy Wall Street Movement in the United States*",Scale and Dynamics of Personal Item Displacement in Public Restrooms and Its Impact on Social Media Usage,https://openalex.org/W2470627791,https://doi.org/10.17813/1086-671x-22-2-139,2016,"The connection between online activities and social movements is a relevant topic, but it lacks a humorous angle. It does provoke thought about modern activism."
779,2.5,1,4,Regional-scale climate-variability synchrony of cholera epidemics in West Africa,Investigation of the Phenomenon of Synchronous Human Sneezing Across Continents and Its Global Implications,https://openalex.org/W2049140494,https://doi.org/10.1186/1471-2334-7-20,2007,The relationship between climate and cholera is serious but has implications that could be seen as surprising. It raises important questions about climate change and health.
780,2.5,1,4,Synchrony of Bird Migration with Global Dispersal of Avian Influenza Reveals Exposed Bird Orders,Investigation of the Phenomenon of Synchronous Human Sneezing Across Continents and Its Global Implications,https://openalex.org/W4391559974,https://doi.org/10.1038/s41467-024-45462-1,2024,"The study of bird migration and avian influenza is serious, but the implications of the findings could provoke thought about ecological health."
781,2.5,2,3,Applying rheology to dough and baked goods.,The Impact of Cheese Density on the Aerodynamics of a Grilled Cheese Sandwich,https://openalex.org/W3162569099,,1988,"The title suggests a potentially dry topic about dough and baked goods, but the absurdity of applying complex rheological principles to something as commonplace as dough could provoke a chuckle while also sparking curiosity about food science."
782,2.5,2,3,Food texture and rheology.,A Quantitative Study on the Elasticity of Pasta: A Correlation with Al Dente Perfection,https://openalex.org/W1577398424,,1979,"Similar to paper 0, the title is somewhat mundane, but the idea of analyzing food texture through rheology could be seen as amusingly over-complicated. It invites thought about the science behind our food."
783,2.5,1,4,Cooked pasta texture : comparison of dynamic viscoelastic properties to instrumental assessment of firmness,A Quantitative Study on the Elasticity of Pasta: A Correlation with Al Dente Perfection,https://openalex.org/W2519261539,,1993,"The comparison of dynamic viscoelastic properties of pasta is quite technical and lacks inherent humor, but it does provoke curiosity about how texture affects our experience of food."
784,2.5,2,3,Food texture and rheology.,An Investigation into the Optimal Pasta Shape for Maximum Sauce Adhesion,https://openalex.org/W1577398424,,1979,"Repetition of a previous title, still mundane but could provoke thought about food texture."
785,2.5,1,4,Cooked pasta texture : comparison of dynamic viscoelastic properties to instrumental assessment of firmness,An Investigation into the Optimal Pasta Shape for Maximum Sauce Adhesion,https://openalex.org/W2519261539,,1993,"Similar to paper 2, it lacks humor but is insightful regarding pasta texture."
786,2.5,2,3,"Sibling competition, parent-offspring conflict and clutch size",The Effect of Remote Sibling Presence on Popcorn Kernel Popping Dynamics,https://openalex.org/W2005616843,https://doi.org/10.1016/s0003-3472(05)80106-x,1992,"Sibling competition and parent-offspring conflict is a serious topic, but the dynamics of family can be humorous, prompting thought about evolutionary biology."
787,2.5,2,3,Sex allocation within broods: the intrabrood sharing-out hypothesis,The Effect of Remote Sibling Presence on Popcorn Kernel Popping Dynamics,https://openalex.org/W2114894315,https://doi.org/10.1093/beheco/arh004,2004,"The concept of parents adjusting offspring sex based on resource competition is intriguing and somewhat humorous, but it also raises serious questions about evolutionary biology."
788,2.5,2,3,The Influence of Essential Oils on Human Vigilance,Aromatherapeutic Effects of Burnt Toast on Cognitive Recall During Exams,https://openalex.org/W173242496,https://doi.org/10.1177/1934578x1000500919,2010,"The title suggests a quirky exploration of essential oils and cognitive performance, which is amusing, but it also invites serious consideration of the effects of scents."
789,2.5,2,3,Linking product-elicited emotional associations and sensory perceptions through a circumplex model based on valence and arousal: Five consumer studies,Cheese Stretchability and Its Effect on Emotional Resilience in Pizza Consumers,https://openalex.org/W2801074655,https://doi.org/10.1016/j.foodres.2018.04.063,2018,The idea of linking emotions and sensory perceptions in consumer studies is somewhat humorous and thought-provoking.
790,2.5,1,4,Involvement of Human Amygdala and Orbitofrontal Cortex in Hunger-Enhanced Memory for Food Stimuli,The Biorhythmic Synchronization of Cake Consumption and Memory Recollection,https://openalex.org/W2103654094,https://doi.org/10.1523/jneurosci.21-14-05304.2001,2001,"The study of hunger's effect on memory is serious but intriguing, provoking thought about the biological basis of memory."
791,2.5,2,3,Temperature extremes produced orally by hot and cold liquids,Thermodynamic Interactions between Ice Cream and Hot Chocolate within the Oral Cavity,https://openalex.org/W2080100390,https://doi.org/10.1016/0022-3913(92)90239-7,1992,The idea of measuring temperature extremes in the mouth is amusing and could provoke curiosity about sensory experiences.
